PID,Year,DOI,Keywords,Numbers
1701722,2022,10.3384/9789179294748,Medical imaging;Digital pathology;Radiology;Machine learning;Deep learning.,"['276', '296', '6850', '276', '872902']"
1624024,2022,10.1111/cgf.14431,Human-computer interfaces; interaction; information visualization; visual analytics; visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1681877,2022,10.1186/s12052-022-00170-6,Deep Evolutionary Time Visual Instrument (DET-Vis);Instrument design and validation;Knowledge about deep evolutionary time (DET);Visual communication;Visual representation,"['276', '296', '6850', '276', '316', '883110', '276', '872902', '276', '1810', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1833073,2022,,Remote Tower Centre; Automation; Interaction Design; Reskilling; Air Traffic Control; Multi Remote Tower Operations,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1587249,2022,10.1109/TVCG.2020.3035516,Media;Taylor series;Rendering (computer graphics);Estimation;Upper bound;Monte Carlo methods,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1641555,2022,10.1051/0004-6361/202141730,X-rays; binaries; hydrodynamics; methods; numerical; radiation mechanisms; thermal; ISM; jets and outflows,"['276', '296', '6850', '276', '872902']"
1682846,2022,10.1109/PacificVis53943.2022.00025,Human-centered computing;Visualization;Visualization design and evaluation methods,"['276', '296', '6850', '276', '872902']"
1697626,2022,,air traffic control;automation;teamwork,"['276', '296', '6850', '276', '872902']"
1758393,2022,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '276', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1738719,2022,10.1109/TopoInVis57755.2022.00016,Human-centered computing; Visualization; Visualization design and evaluation methods; Human-centered computing; Visualization; Visualization application domains; Scientific visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1686042,2022,10.1111/cgf.14554,CCS Concepts;visualization design and evaluation methods;• Hardware → Safety critical systems;• Human-centered computing → Visual analytics,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1647322,2022,10.3384/9789179291266,,"['276', '296', '6850', '276', '872902']"
1626419,2022,10.1109/TVCG.2021.3114798,Informatics; Tools; Data visualization; Data analysis; Task analysis; Context; Analytical models; Personal visualization; Personal visual analytics; Personal informatics; Interview methods,"['276', '296', '6850', '276', '872902']"
1642070,2022,10.1016/j.cag.2021.08.009,Incremental Dimensionality Reduction;Streaming Dimensionality Reduction;Multidimensional Projection;Visualization;Visual Analytics,"['276', '296', '6850', '276', '872902']"
1642064,2022,10.1109/TVCG.2022.3141040,Feature selection;feature extraction;feature engineering;machine learning;visual analytics;visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1709340,2022,10.1016/j.cag.2022.08.010,,"['276', '296', '6850', '276', '872902']"
1671299,2022,10.1016/j.cag.2022.03.008,,"['276', '296', '6850', '276', '872902']"
1662375,2022,10.1038/s41598-022-11826-0,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883060', '276', '872900', '879942', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1714669,2022,10.3390/cancers14215424,digital pathology; artificial intelligence; computational pathology; deep learning; generalization; lymph node metastases; breast cancer,"['276', '883050', '883060', '276', '872900', '879942', '276', '3801', '276', '883063', '883064', '276', '872900', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883060', '276', '872900', '879942', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883054', '276', '872900', '879942', '276', '883063', '883064', '276', '872900', '879942']"
1692222,2022,10.1111/cgf.14550,CCS Concepts;Scientific visualization;Touch screens;• Human-centered computing → Mixed / augmented reality,"['276', '296', '6850', '276', '872902']"
1668857,2022,10.1007/978-981-16-7885-1_16,Preschool education;Digital tablets;iPads;STEM-related subjects,"['276', '296', '6850', '276', '872902']"
1690610,2022,10.1109/VRW55335.2022.00183,Evaluation;Pose Manipulation;Virtual Reality,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1725056,2022,10.1016/j.ejon.2022.102231,Bladder cancer; Experiments; Information needs; Radical cystectomy; Self-care,"['276', '883050', '276', '872900', '872470', '276', '296', '6850', '276', '872902', '276', '883063', '883065', '276', '872900', '872462']"
1687977,2022,,Visual analytics;Dashboard;Insight-based evaluation;Geographic visualization,"['276', '276', '296', '6850']"
1688232,2022,10.1177/14738716221114372,Text embedding; ensemble methods; text similarity; similarity calculations; visual analytics,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1678286,2022,,Authenticity;STEM education;Experts’ views;Technology education;Engineering education,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1682089,2022,10.1007/978-3-030-85288-7_1,,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1692229,2022,10.1016/j.bulcan.2022.06.013,,"['276', '296', '6850', '276', '872902']"
1702938,2022,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1703042,2022,10.1111/cgf.14544,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '881756', '276', '872902', '276', '296', '6850', '276', '872902']"
1690130,2022,10.1007/s00371-022-02557-4,Jacobi set; Topological data analysis; Multi-fields; Visualization techniques,"['276', '296', '6850', '276', '872902']"
1694767,2022,10.1145/3527927.3531199,coffee fortune-telling;speculative design;design fiction;co-design;urban planning,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1458999,2022,10.1080/00219266.2020.1799843,Preschool;evolution;modelling;early childhood education;science education,"['276', '316', '883110', '276', '1810', '276', '316', '883110', '276', '1810', '276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1609248,2022,10.1108/JD-12-2020-0210,Bias; Critical design; Critical literacy; Data; Radical literacy; Representation; Temporality; Time; Visualisation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1666753,2022,10.1093/jtm/taac055,,"['276', '296', '6850', '276', '872902']"
1716594,2022,10.3384/9789179295486,,"['276', '296', '6850', '276', '872902']"
1623044,2022,10.1007/s10035-021-01182-7,Granular ensemble; Fabric; Segmentation; Particle connectivity network; Morse theory; Morse-Smale complex; Topological persistence,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1706117,2022,10.4028/p-um994v,Disordered Crystals;Atomistic Modelling;C-S-H;DFT;ReaxFF Force Field;Semiempirical Calculations,"['276', '296', '6850', '276', '872902']"
1643650,2022,10.1007/s10055-021-00614-2,AR; CSCW; 3D visualization; 3D point specification,"['276', '296', '6850', '276', '872902']"
1823301,2022,10.5281/zenodo.7552268,Sonification,"['276', '296', '6850', '276', '872902']"
1658601,2022,10.5281/zenodo.6555676,User-centered evaluation;Questionnaires;Usability;Visualization;Sonification;Audio-visual representations,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1695529,2022,10.3384/9789179294908,Abstraction hierarchy;Angular timeline visualization;Air tra?c complexity;Air tra?c control;Air tra?c controller;Con?ict detection and resolution;Ecological interface design;Focus context visualization;Human-automation collaboration;Human–computer interaction;Information visualization;Interaction;Rate of climb or descent;Research through design;Safety-critical systems;Visual analytics;Visualization;Visualization design and evaluation methods;Work domain analysis,"['276', '296', '6850', '276', '872902']"
1633955,2022,10.1007/s10111-022-00695-2,Reduced autonomy workspace; Levels of autonomy in cognitive control; Joint control framework; Air traffic management; Levels of automation; Automation ironies,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750', '276', '296', '6850', '276', '872902']"
1738712,2022,10.1109/TopoInVis57755.2022.00011,Human-centered computing; Visualization; Visualization techniques; Mathematics of computing; Discrete mathematics,"['276', '296', '6850', '276', '872902']"
1823638,2022,10.21785/icad2022.000,Sonification,"['276', '296', '6850', '276', '872902']"
1711385,2022,10.3390/data7110159,text mining;machine learning;deep learning;neural networks;stance classification;computational social science;social media;supervised learning;sentiment classification;Swedish language data,"['276', '296', '6850', '276', '872902']"
1747778,2022,10.2352/J.ImagingSci.Technol.2022.66.6.060404,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1531839,2022,10.1007/s10798-021-09657-7,Technology education; Attitudes; Attitude measurement; PATT; Mitcham score,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902', '276', '316', '883110', '276', '1810', '276', '316', '883110', '276', '1810']"
1699573,2022,10.16993/dfl.175,biology;chemistry;science education;everyday expressions;scientific terms;group discussions,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '1810']"
1692552,2022,10.1080/02635143.2022.2116418,Student perceptions; authentic learning; innovation; technology education; high school,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902', '276', '316', '883110', '276', '1810']"
1738849,2022,10.1109/TopoInVis57755.2022.00018,fMRI data analysis; data abstraction; temporal data; feature detection; merge tree; computational topology-based techniques,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1628963,2022,10.3384/9789179291754,Training data;Synthetic images;Computer graphics;Generative modeling;Natural images;Histopathology;Digital pathology;Machine learning;Deep learning,"['276', '296', '6850', '276', '872902']"
1639182,2022,10.5220/0010916400003124,Sentiment Visualization;Sentiment Analysis;Visual Variable;Visual Representation;Visual Encoding;User Study;Text Visualization;Visual Analytics;Information Visualization,"['276', '872902', '276', '296', '6850', '276', '296', '6850', '276', '872902']"
1660992,2022,10.1080/02635143.2022.2070150,Technology education; technological knowledge; epistemology; technology teachers,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902', '276', '316', '883110', '276', '1810']"
1689245,2022,10.1177/20539517221110218,Sensor technology;production of space;smart cities;boundary objects;testbed;interdisciplinary research,"['276', '297', '303', '276', '1750', '276', '297', '303', '276', '1750', '276', '296', '2345', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '2345', '276', '872902']"
1810670,2022,,,"['276', '296', '6850', '276', '872902']"
1646041,2022,10.1007/978-3-030-85288-7,,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1747796,2022,10.2352/J.ImagingSci.Technol.2022.66.6.060403,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1696786,2022,10.1109/TVCG.2021.3065124,Data visualization; Visualization; Image color analysis; Statistical analysis; Heating systems; Decision making; Uncertainty; Missing data; information visualization; glyphs,"['276', '296', '6850', '276', '872902']"
1553846,2022,10.1007/s10798-021-09664-8,Technology education; Technological knowledge; Philosophy of technology; Technological literacy,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902', '276', '316', '883110', '276', '1810']"
1707880,2022,,Visual analytics;information visualisation;network visualization;social media analysis;interaction;exploratory data analysis,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1738720,2022,10.1109/TopoInVis57755.2022.00017,Human-centered computing; Visualization; Visualization design and evaluation methods; Human-centered computing; Visualization; Visualization application domains; Scientific visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
